OBJECTID,FID_,Country,ISO,COUNTRYAFF,AFF_ISO,Country_1,ISO_2,ISO_3,SPI,BNeeds,FWellB,Opport,Nut_BMC,H2O_Sani,Shelter,Per_Safe,Know_Acc,Info_Acc,Health,Enviro_Q,Rght_Per,Free_Cho,Tol_Incl,Ed_Acc,Under_N,Food_Def,Mortal_M,Mortal_C,D_Infect,H2O_pipe,H2O_Rur,Sani_Acc,Hous_Aff,Elec_Acc,Elec_Qal,HH_Air_D,Homicide,Crim_Vio,Crim_Per,Pol_Terr,Traff_D,Literacy,Enroll_P,Enroll_S,Enroll_G,Phone,Inet,Free_Prs,Li_Ex_60,D_Non_C,Suicide,D_O_Air,H2O_Trt,Biodev,Gr_Gas,Rght_Pol,Free_Exp,Free_Asb,Pri_Prop,Free_Cho1,Free_Rel,Marr_E,Contrac,Corrupt,Tol_Imm,Tol_Gay,Disc_Min,Tol_Rel,Safe_Net,SchYrsT,SchYrsW,Ed_Ineq,Uni_Rank,Uni_RPct,FoodDefC,AdLitC,Ed_Sec_C,Ed_Sec_G,PhoneC,GGasC,UniRankB,UniRPctB,Shape__Area,Shape__Length
53,0,Latvia,LV,Latvia,LV,Latvia,LV,LVA,78.61,89.05,83.16,63.62,98.83,93.22,80.07,84.08,98.52,87.84,60.38,85.89,78.48,69.96,44.5,61.55,5.0,8.0,18.2874563217,7.9,18.7302395825,92.49,98.3004291,87.7892703,0.393397379645,100.0,5.36,8.072457422,3.9,1.0,3.0,1.5,10.0,99.89,98.57,115.3598,0.97753,127.5007249,79.2006,17.38,20.12749,474.1,19.698552205,52.258843789,94.23,97.81,284.23,36.0,15, ,50.00,0.631765189718,3.0,0.01,74.9,57.0,0.223240976514,0.197225541916,7.7,4.0,0.887823643385,0.78,14.44,0.03,2,0.270656064949,8.0,99.00,100.0,0.02247,100.0,284.23,2,4,73645826888.1777,1645114.35346514
54,0,Lithuania,LT,Lithuania,LT,Lithuania,LT,LTU,78.09,87.64,78.48,68.13,99.17,91.17,80.59,79.64,98.4,84.77,52.75,78.0,86.03,68.42,52.52,65.56,5.0,8.0,9.90906094429,5.2,19.6829899886,93.12,90.3822719,92.3959201,0.365186054179,100.0,5.58,7.126255514,5.5,2.0,3.0,1.5,10.6,99.82,99.65,106.82183,0.96064,139.5163805,71.378,19.95,19.3969,443.1,32.746006036,49.123191275,46.820228,98.55,305.91,38.0,16, ,65.00,0.549691650963,4.0,0.0,69.6,59.0,0.287980155212,0.158375968444,4.6,4.0,0.874390872533,1.05,14.17,0.06,4,0.299698764733,8.0,99.00,100.0,0.03936,100.0,305.91,3,4,72820263395.0654,1471477.52534926
41,0,Luxembourg,LU,Luxembourg,LU,Luxembourg,LU,LUX,,,91.43,82.98,99.51,99.22,89.14,,97.67,93.8,81.63,92.63,92.41,86.28,84.26,68.99,5.0,8.0,9.6977944008,1.9,16.2407869017,100.00,100.0,97.6007849,0.535781328091,100.0,6.60,0.0,0.7,,,,8.7, ,96.80,102.26246,1.02336,148.5105686,97.3341,14.43,24.30687,213.7,8.89160001,20.081743423,96.844075,100.0,235.99,38.0,16, ,90.00,0.872459586373,4.0,0.01,,81.0,0.829194236655,0.781562934972,3.1,4.0,0.94126057382,1.05,14.08,0.06,2,0.857682826623,8.0, ,100.0,0.02336,100.0,235.99,2,6,2736901238.44751,243458.165642384
251,0,Malta,MT,Malta,MT,Malta,MT,MLT,,,86.65,69.97,99.07,100.0,82.51,,92.14,84.58,84.33,85.58,87.99,73.92,78.46,39.52,5.0,8.0,8.78066928649,6.4,20.3344060607,100.00,100.0,100.0,0.606824222914,100.0,4.77,0.0,1.4,,,,5.1,94.07,98.69,85.7834,0.9118,129.2979067,76.184,23.84,24.22282,212.7,3.822159124,23.486520513,68.49,93.98,261.90,39.0,16, ,70.00,0.914573934039,4.0,,71.6,55.0,0.673546146034,0.817230431147,3.9,4.0,0.9226374917,0.60,11.59,0.07,0,0.0,8.0,94.07,85.7834,0.0882,100.0,261.90,0,0,277662753.972168,65934.9627897617
55,0,Moldova,MD,Moldova,MD,Moldova,MD,MDA,66.31,79.32,70.52,49.08,97.96,71.17,72.27,75.89,93.07,75.65,59.99,53.36,64.77,52.11,37.3,42.14,5.0,8.0,22.909563638,15.8,26.6843099246,53.93,81.3762944,76.4261697,0.253606843657,100.0,4.30,12.143045024,3.2,2.0,3.0,2.5,12.5,99.24,91.58,86.10812,1.00808,108.0396517,49.83693954,28.83,17.96804,462.1,14.079248649,64.10946371,14.0,53.23,792.99,27.0,12,0.72,40.00,0.505920491503,3.0,0.11,62.0,30.0,0.403361886195,0.0350544446998,7.0,2.0,0.796477015524,0.56,13.8,0.07,0,0.0,8.0,99.00,86.10812,0.00808,100.0,792.99,0,0,34811448150.3232,1178555.86760976
195,0,Montenegro,ME,Montenegro,ME,Montenegro,ME,MNE,70.01,83.88,75.94,50.22,99.38,94.0,67.97,74.17,95.52,79.02,66.12,63.12,62.05,49.96,46.38,42.49,5.0,8.0,7.15852410611,4.7,9.019898357,84.20,99.1686009,95.9086551,0.250559466736,100.0,4.01,41.099547525,3.2,3.0,3.0,2.0,11.9,98.72,94.64,90.34223,0.99935,162.1559441,68.11958104,32.79,19.79509,423.6,11.013521726,51.75130791,6.7,67.72,393.47,26.0,12, ,40.00,0.548854516382,4.0,,37.1,45.0,0.563176432674,0.0816326492049,7.6,3.0,0.857908843219, ,13.05,0.07,0,0.0,8.0,98.72,90.34223,0.00065,100.0,393.47,0,0,13732218801.9321,691215.480966379
199,0,Netherlands,NL,Netherlands,NL,Netherlands,NL,NLD,89.82,94.97,91.15,83.33,99.24,99.27,91.31,90.08,99.22,94.82,80.38,90.17,93.6,88.9,77.73,73.1,5.0,8.0,6.91917593953,3.8,27.2965511608,100.00,100.0,97.7262196,0.611706661817,100.0,6.76,0.0,0.7,2.0,2.0,1.0,3.4, ,99.85,132.31711,0.9804,123.5384297,93.0965,8.76,24.1978,236.1,9.597133612,22.813907708,99.27476525,90.38,269.55,40.0,16,0.87,90.00,0.905555669998,4.0,0.0,84.6,83.0,0.789602005647,0.882969954342,4.4,3.0,0.918638095443,0.98,14.69,0.04,26,0.298206577479,8.0, ,100.0,0.0196,100.0,269.55,7,4,37897433793.8282,2241318.24709199
227,0,Norway,NO,Norway,NO,Norway,NO,NOR,90.27,95.44,91.15,84.21,99.38,99.37,89.27,93.75,98.79,95.8,81.29,88.74,96.32,89.37,81.74,69.39,5.0,8.0,4.91837683421,2.6,26.7018731217,100.00,100.0,98.0585832,0.517289175546,100.0,6.72,0.0,0.6,1.0,2.0,1.0,3.8, ,99.88,112.98924,0.96843,111.1231883,96.8103,8.79,24.16099,204.4,9.537360893,15.966844512,83.83348,82.2,153.42,40.0,16,0.95,90.00,0.946808211755,3.0,0.0,84.3,85.0,0.855367579902,0.865222961016,3.8,3.0,0.954728905054,0.97,15.42,0.02,9,0.294634102695,8.0, ,100.0,0.03157,100.0,153.42,4,4,407205796302.275,22240302.0535541
24,0,Poland,PL,Poland,PL,Poland,PL,POL,79.65,90.69,81.48,66.8,99.23,97.15,78.71,87.65,97.53,82.37,67.12,78.88,79.59,73.44,50.38,63.76,5.0,8.0,3.10573880088,5.2,21.2996736296,98.22,96.8797086,97.210427,0.29139837208,100.0,5.53,9.017031698,0.7,2.0,2.0,1.0,10.3,99.79,97.42,108.70262,0.96486,142.6869959,67.997,23.89,21.84271,393.7,17.41082815,44.899416389,57.17602,99.76,424.54,37.0,14,0.75,65.00,0.816218904633,3.0,0.02,63.1,62.0,0.206416753668,0.169818054417,4.9,4.0,0.886248978694,0.77,14.78,0.06,11,0.173687850748,8.0,99.00,100.0,0.03514,100.0,424.54,5,3,337626808743.958,3105299.69182313
198,0,Portugal,PT,Portugal,PT,Portugal,PT,PRT,85.44,93.45,87.0,75.88,99.1,99.89,84.38,90.41,98.11,85.06,80.11,84.71,88.93,78.73,76.17,59.69,5.0,8.0,10.1459853877,3.6,37.3867105284,100.00,100.0,99.6690391,0.41512532232,100.0,6.06,0.0,0.9,1.0,2.0,1.5,7.8,95.43,99.72,116.3954,0.976,110.4116639,68.6329,17.27,24.13769,238.9,9.722833784,16.859597235,54.120926,95.78,248.78,39.0,16,0.88,70.00,0.830365047784,4.0,0.05,82.9,62.0,0.743869536389,0.520007778126,2.7,4.0,0.888749167713,0.39,11.54,0.06,12,0.490342352292,8.0,95.43,100.0,0.024,100.0,248.78,5,5,89205700204.9795,2606435.07096102
56,0,Romania,RO,Romania,RO,Romania,RO,ROU,73.53,84.01,77.51,59.08,98.29,83.12,75.09,79.54,94.9,78.96,65.57,70.59,71.83,70.06,39.43,54.99,5.0,8.0,31.3806334591,11.1,25.6005201602,62.70,100.0,79.0765515,0.350661822878,100.0,4.73,21.733118047,1.5,2.0,3.0,2.0,8.7,98.76,92.87,92.25221,0.99415,107.1402041,55.7632,24.29,20.15262,462.5,11.061692203,54.884020938,15.39138,95.77,338.89,35.0,14,0.75,35.00,0.78473533912,3.0,0.03,70.2,48.0,0.250330923626,0.152702265097,7.0,3.0,0.799408386074,0.44,13.8,0.05,4,0.195134154154,8.0,98.76,92.25221,0.00585,100.0,338.89,3,3,242390692639.337,2652657.39478484
197,0,Serbia,RS,Serbia,RS,Serbia,RS,SRB,73.41,88.51,75.1,56.61,99.04,96.68,76.52,81.8,98.2,80.25,63.44,58.52,69.43,53.29,48.87,54.87,5.0,8.0,16.8513916313,6.7,11.8513132335,93.89,98.9111068,96.4266986,0.481940562694,100.0,4.81,36.333606113,1.3,2.0,3.0,1.5,7.7,98.00,99.21,96.66961,1.0144,120.5200243,65.3170254,27.6,19.74818,435.8,15.01852239,50.085393013,6.40541333333,61.46,624.24,29.0,14,0.67,50.00,0.583603747569,3.0,0.05,34.8,42.0,0.560577204784,0.207225307326,7.8,3.0,0.874706627543,0.54,13.0,0.08,2,0.412086088594,8.0,98.00,96.66961,0.0144,100.0,624.24,2,4,88648130410.5522,1818328.57009291
26,0,Slovakia,SK,Slovakia,SK,Slovakia,SK,SVK,80.22,93.22,83.87,63.56,98.95,99.02,86.09,88.84,96.4,88.99,69.79,80.31,78.48,68.67,50.02,57.04,5.0,8.0,5.63701648029,7.3,26.8920347991,97.79,100.0,98.8240692,0.529495161028,100.0,6.01,3.318848758,1.1,2.0,2.0,1.0,6.6, , ,91.92216,1.00907,122.3101642,77.63470572,13.26,20.70843,370.3,10.21229109,46.299246605,54.693412,100.0,292.62,36.0,15, ,50.00,0.640575239452,3.0,0.01,75.3,51.0,0.234750100244,0.259042294204,6.5,4.0,0.918773826539,0.63,13.98,0.02,2,0.197544654139,8.0, ,91.92216,0.00907,100.0,292.62,2,3,51326101538.689,1262370.38844481
27,0,Slovenia,SI,Slovenia,SI,Slovenia,SI,SVN,84.32,94.05,86.04,72.87,99.41,99.15,84.84,92.81,99.36,84.35,76.31,84.15,79.87,80.85,63.76,67.0,5.0,8.0,8.59841484648,2.6,20.2490774217,98.97,99.39713,99.1072515,0.405667527463,100.0,6.33,5.277408854,0.7,1.0,2.0,1.0,6.4,99.71,98.79,110.67075,0.99759,113.2193248,73.0987,22.26,23.62959,240.0,14.874343469,25.854044361,59.77818,100.0,311.15,39.0,14,0.76,60.00,0.902620992632,4.0,0.01,78.0,61.0,0.382422033996,0.463412859675,4.2,4.0,0.929816447835,0.79,14.19,0.03,2,0.657268654411,8.0,99.00,100.0,0.00241,100.0,311.15,2,6,20890825073.9907,888801.344989137
200,0,Spain,ES,Spain,ES,Spain,ES,ESP,86.96,92.28,90.98,77.63,99.37,99.95,86.43,83.37,99.55,86.74,84.92,92.7,84.67,75.36,77.99,72.51,5.0,8.0,4.99119381173,4.1,16.5823903879,100.00,100.0,99.8510521,0.484867794268,100.0,6.21,0.0,0.7,2.0,3.0,1.5,3.7,98.11,99.70,129.81048,0.99736,108.1965621,78.6896,19.92,25.21275,206.7,6.271037273,13.859471073,94.5219166667,96.73,226.94,38.0,15,0.81,70.00,0.763487578926,3.0,0.01,80.3,58.0,0.812463071818,0.834705785574,5.9,4.0,0.941447832658,0.96,13.5,0.05,38,0.41950146747,8.0,98.11,100.0,0.00264,100.0,226.94,8,4,493636414857.751,5765653.49013043
229,0,Sweden,SE,Sweden,SE,Sweden,SE,SWE,89.66,95.36,90.4,83.21,99.46,99.78,88.19,94.02,95.04,92.8,80.95,92.81,93.51,87.15,78.8,73.36,5.0,8.0,4.05108788573,3.0,18.0521354081,100.00,100.0,99.3067381,0.448463679094,100.0,6.78,0.0,0.9,1.0,2.0,1.0,2.8, ,99.94,132.91093,1.13502,130.3794052,90.6102,12.33,24.63366,199.1,11.945299775,11.024706328,93.2,88.76,130.32,40.0,16,0.87,90.00,0.914179641467,3.0,0.01,77.2,88.0,0.795900389668,0.78815258156,1.7,2.0,0.909241495191,0.94,15.12,0.03,22,0.424234591705,8.0, ,100.0,0.13502,100.0,130.32,7,4,550845439386.394,7598661.22240775
43,0,Switzerland,CH,Switzerland,CH,Switzerland,CH,CHE,90.1,96.18,91.75,82.37,99.42,99.96,91.38,93.96,98.77,92.19,83.05,92.99,90.74,89.02,75.17,74.57,5.0,8.0,5.18928715811,3.9,13.103143677,100.00,100.0,99.8766904,0.585466555828,100.0,6.89,0.0,0.5,1.0,2.0,1.0,3.3, ,99.80,99.76941,0.96993,136.4697443,87.4790556,11.76,25.54454,180.4,12.119301391,15.548488591,95.1643916667,90.43,116.29,39.0,15, ,90.00,0.926506318454,3.0,0.01,85.7,86.0,0.69501009777,0.78206508435,3.8,3.0,0.927352273098,1.10,14.42,0.06,20,0.458973650585,8.0, ,99.76941,0.03007,100.0,116.29,6,5,42712374528.7734,1418268.3484854
16,0,Turkey,TR,Turkey,TR,Turkey,TR,TUR,68.68,85.16,74.95,45.94,98.38,98.34,79.31,64.61,94.9,66.94,76.77,61.18,35.69,56.13,41.5,50.43,5.0,1.0,15.94661856,13.5,16.5949865047,100.00,100.0,94.871085,0.538906399793,100.0,4.40,2.483050412,4.3,3.0,4.0,3.5,8.9,95.69,93.18,100.27794,0.96878,96.02134861,53.74497914,50.76,21.12264,275.8,4.052037912,41.62445257,31.554968,22.53,314.11,18.0,6,0.26,40.00,0.624456612203,1.0,0.1,60.4,41.0,0.561252569379,0.229566263086,9.5,2.0,0.872215630578,0.36,8.76,0.14,21,0.106882367377,8.0,95.69,100.0,0.03122,96.02134861,314.11,7,3,753931863803.235,7140965.63190947
57,0,Ukraine,UA,Ukraine,UA,Ukraine,UA,UKR,68.35,79.91,68.62,56.53,98.47,89.12,74.74,57.32,97.52,73.84,52.73,50.37,62.99,53.56,40.52,69.07,5.0,8.0,24.4514138898,9.0,34.1586596817,68.56,97.7819357,95.937863,0.341445976903,100.0,4.35,7.087684207,4.4,4.0,4.0,4.0,13.5,99.76,96.52,99.23694,0.98022,144.0231793,48.88464368,32.93,18.34106,595.3,21.204617224,75.935281347,14.1267,65.58,1027.45,25.0,11,0.84,25.00,0.459075599812,3.0,0.07,68.6,29.0,0.373855279022,0.116158992343,6.9,2.0,0.85810293241,1.50,14.69,0.04,8,0.0626464511116,8.0,99.00,99.23694,0.01978,100.0,1027.45,4,2,628161239007.702,7151607.68660483
183,0,United Kingdom,GB,United Kingdom,GB,United Kingdom,GB,GBR,88.73,92.96,90.28,82.96,99.11,99.74,87.53,85.45,98.46,89.61,81.16,91.88,90.76,87.31,69.49,84.26,5.0,8.0,9.10932782716,4.2,33.3195612587,100.00,100.0,99.2104299,0.440027727099,100.0,6.67,0.0,0.9,2.0,3.0,1.0,2.9, ,99.85,127.81129,1.04039,124.1322156,92.0003,21.7,24.08386,243.6,7.413556887,22.795218683,96.338194,98.98,237.80,40.0,14,0.88,90.00,0.805849727134,4.0,0.0,92.2,81.0,0.80078303113,0.757618974257,5.9,2.0,0.953111766475,0.96,14.9,0.03,147,0.622302095212,8.0, ,100.0,0.04039,100.0,237.80,10,6,270234140081.603,9915936.44850077
62,0,Canada,CA,Canada,CA,Canada,CA,CAN,89.84,94.88,86.64,88.0,99.26,99.42,88.12,92.74,99.68,85.11,81.6,80.17,94.32,88.47,81.87,87.34,5.0,8.0,7.00464584499,4.9,17.419920729, ,98.9999943,99.8182752,0.497824997581,100.0,6.54,0.0,1.5,1.0,2.0,1.0,6.0, ,99.46,109.93155,1.00188,82.97723837,88.47,15.26,25.03119,223.8,10.739557911,11.853842443,69.8147305,74.5,494.63,40.0,16,0.89,90.00,0.90771331928,4.0,0.03,88.3,82.0,0.881653501681,0.868101665801,3.6,3.0,0.923367113066,1.64,15.65,0.04,45,0.0,8.0, ,100.0,0.00188,82.97723837,494.63,8,5,11992320848803.2,167717773.841625
46,0,United States,US,United States,US,United States,US,USA,86.43,93.42,84.19,81.68,98.96,98.77,89.18,86.76,97.95,84.63,75.88,78.31,88.98,79.88,68.3,89.55,5.0,8.0,13.7493058196,6.5,23.3258211893,98.64,98.1646803,99.9888939,0.566833368115,100.0,6.47,0.0,3.9,1.0,2.0,2.0,10.6, ,98.04,97.56469,1.0183,117.5867444,74.45218272,22.49,23.60978,299.4,12.406079622,18.475767865,50.4365,79.35,392.70,36.0,16,0.86,80.00,0.754823711954,3.0,0.03,85.1,74.0,0.787818403178,0.713409841783,5.1,2.0,0.895789766953,1.86,15.06,0.05,329,0.207363127574,8.0, ,97.56469,0.0183,100.0,392.70,10,4,9620058050487.9,68991224.5346363
36,0,Argentina,AR,Argentina,AR,Argentina,AR,ARG,75.9,81.71,79.41,66.58,97.34,98.32,67.25,63.92,97.23,82.29,70.57,67.54,67.51,67.52,72.42,58.88,5.0,2.0,52.3876611697,12.5,72.740254472,98.24,99.9503951,96.3550679,0.3016729477,99.8,2.70,1.620767762,7.6,3.0,4.0,3.0,13.6,98.09,99.80,106.7779,1.06717,146.7017843,69.40092102,25.09,21.47032,365.9,11.483976414,34.288014285,7.67,69.72, ,33.0,14,0.78,15.00,0.824845281435,3.0,0.13,83.8,36.0,0.739433486834,0.614446870773,4.7,4.0,0.872206272131,0.30,13.0,0.08,20,0.231804352751,8.0,98.09,100.0,0.06717,100.0, ,6,4,2613077503438.32,13331285.6880105
134,0,Belize,BZ,Belize,BZ,Belize,BZ,BLZ,,,66.66,,95.39,91.69,73.01,,90.43,62.81,62.08,51.32,68.35,,55.83,28.77,6.2,40.0,27.7005242827,16.5,113.465032883,80.61,100.0,90.5396464,0.385281028498,100.0, ,21.080914303,34.4,,,,24.4,82.78,98.16,80.79221,1.02497,60.974459,41.59,20.61,17.073,463.1,7.385187928,53.409440443,2.2801,99.03,3574.40,36.0,15,0.58,35.00,0.858789704987,4.0,,70.1,,0.492410932356,0.217943203377,4.1,4.0,0.752596414128,0.20,9.78,0.16,0,0.0,40.0,82.78,80.79221,0.02497,60.974459,1500.00,0,0,18672113481.2266,900614.186860587
38,0,Bolivia,BO,Bolivia,BO,Bolivia,BO,BOL,66.93,74.42,73.36,53.0,86.16,68.29,75.52,67.71,91.22,70.51,70.96,60.73,57.11,60.94,60.45,33.52,15.9,104.0,206.212856587,38.4,117.987615885,84.41,75.5870961,50.3290574,0.466258845962,90.5,5.00,29.400986386,12.4,3.0,3.0,2.0,23.2,95.14,90.15,86.40507,0.9838,92.1838516,45.1,31.78,21.34821,319.4,12.893024541,54.378045024,3.509,90.06,776.16,29.0,14,0.56,10.00,0.8686920356,4.0,0.15,52.8,33.0,0.680267033685,0.40389361475,6.2,4.0,0.794694433765,0.82,9.86,0.25,0,0.0,104.0,95.14,86.40507,0.0162,92.1838516,776.16,0,0,917569473427.565,5276401.9780431
40,0,Brazil,BR,Brazil,BR,Brazil,BR,BRA,73.97,76.49,79.55,65.86,97.07,86.62,73.9,48.38,94.11,76.67,73.57,73.87,71.64,73.23,68.34,50.21,5.0,10.0,43.6669334136,16.4,69.620629802,93.70,86.9604601,82.7756729,0.378631370793,99.5,4.10,10.360595479,24.6,4.0,4.0,4.0,23.4,92.59,96.67,101.9509,1.076,126.5922645,59.07947791,32.62,21.66745,369.2,6.55666081,30.946382321,17.556,92.62,355.86,31.0,15,0.69,45.00,0.802310158322,4.0,0.04,86.8,40.0,0.703066938477,0.695666808908,5.7,3.0,0.908371120756,0.38,9.6,0.24,34,0.106956068436,10.0,92.59,100.0,0.076,100.0,355.86,8,3,7070882439405.68,24893081.2153366
42,0,Chile,CL,Chile,CL,Chile,CL,CHL,82.54,88.62,85.95,73.04,98.14,96.27,82.4,77.67,97.64,83.16,79.37,83.65,89.66,73.54,72.76,56.19,5.0,20.0,22.1079876348,8.1,38.0120373851,99.00,93.2750255,99.0508011,0.365183617242,99.6,5.90,1.914579661,3.6,2.0,3.0,2.0,12.4,96.63,97.21,100.64619,1.01346,129.4703901,64.289,19.23,24.41998,242.9,11.758196342,28.153031599,84.4975833333,75.15,274.00,37.0,16,0.83,85.00,0.640901788819,4.0,0.06,81.2,66.0,0.70306047479,0.622416643845,3.8,4.0,0.839549175596,0.54,13.29,0.13,14,0.182305401817,20.0,96.63,100.0,0.01346,100.0,274.00,5,3,712283995826.534,31370140.0677961
138,0,Colombia,CO,Colombia,CO,Colombia,CO,COL,71.72,75.59,79.06,60.51,94.42,78.34,77.95,51.66,93.62,71.45,78.05,73.11,65.62,67.03,58.03,51.35,8.8,62.0,64.3258285689,15.9,36.569929035,87.85,73.8162971,81.0978463,0.468690798553,97.0,4.81,12.899565627,27.9,4.0,4.0,3.5,16.8,94.58,94.99,98.09186,1.07128,115.7447743,55.90497251,44.11,21.71645,228.5,6.194638263,31.71301214,12.243,87.99,277.54,29.0,12,0.65,50.00,0.816710272363,4.0,0.17,82.8,37.0,0.65793700839,0.442923435139,7.0,3.0,0.878634526612,0.90,10.81,0.21,12,0.0962294255412,62.0,94.58,98.09186,0.07128,100.0,277.54,5,2,932194883633.718,7140734.91791239
140,0,Costa Rica,CR,Costa Rica,CR,Costa Rica,CR,CRI,81.03,87.75,84.82,70.54,97.65,93.75,84.18,75.41,97.1,85.04,82.51,74.61,83.06,77.2,69.86,52.02,5.0,35.0,25.1495833691,9.7,22.2544866007,97.49,91.8858679,94.5223953,0.517473390064,99.5,5.64,2.595401565,10.0,2.0,3.0,2.0,13.9,97.65,97.62,123.08573,1.04025,150.6620506,59.76295014,11.1,24.16475,200.5,7.55839792,23.963279091,3.8912,90.52,198.92,38.0,16,0.85,50.00,0.85939397456,4.0,0.13,89.9,58.0,0.668928185427,0.491953041356,4.4,4.0,0.89737678191,0.77,10.92,0.16,3,0.219104759894,35.0,97.65,100.0,0.04025,100.0,198.92,2,4,42269342766.6025,1461513.57341861
125,0,Dominican Republic,DO,Dominican Republic,DO,Dominican Republic,DO,DOM,68.42,73.49,77.23,54.54,90.54,78.79,68.87,55.75,85.07,71.03,75.39,77.43,62.2,63.27,62.49,30.2,12.3,86.0,92.0765962439,30.9,65.896147498,72.13,81.8974634,83.9861493,0.520971088544,98.0,2.38,10.224895232,17.4,3.0,4.0,3.0,29.3,92.47,88.75,77.82072,1.10234,82.5867021,54.21576634,27.9,22.03144,326.4,6.749326712,43.310472392,40.421,93.54,265.76,27.0,14,0.65,25.00,0.864665938378,4.0,0.27,83.6,31.0,0.656736869113,0.347278098653,6.0,4.0,0.889041843972,0.36,11.12,0.23,0,0.0,86.0,92.47,77.82072,0.10234,82.5867021,265.76,0,0,41152355228.7393,1299150.46359598
44,0,Ecuador,EC,Ecuador,EC,Ecuador,EC,ECU,69.97,79.15,77.99,52.77,92.59,79.6,79.22,65.18,97.11,66.61,77.23,71.01,49.27,63.88,60.45,37.51,10.9,70.0,63.77936351,21.6,73.0598185328,85.31,75.5155497,84.6886274,0.518588755191,97.2,4.66,4.124168481,8.2,3.0,4.0,2.0,20.1,94.52,99.05,107.22326,1.0367,79.77343461,48.94043379,33.21,22.70809,282.2,7.985285629,25.986789842,0.0,88.91,346.76,24.0,11,0.51,15.00,0.835790390338,4.0,0.22,81.9,31.0,0.712672736806,0.452290209916,7.5,4.0,0.836552809114,0.38,11.24,0.21,2,0.04528540108,70.0,94.52,100.0,0.0367,79.77343461,346.76,2,1,209195222912.815,3538652.82032564
143,0,El Salvador,SV,El Salvador,SV,El Salvador,SV,SLV,66.43,71.92,76.36,51.0,92.29,79.68,78.37,37.36,92.51,70.16,75.43,67.35,64.26,65.06,51.77,22.91,12.4,85.0,54.0802608373,16.8,66.4758366842,78.11,86.5360664,74.9922425,0.525744601252,93.7,4.88,15.209754929,64.2,5.0,5.0,2.0,21.1,87.65,98.34,81.11615,1.00503,145.255666,26.91507533,27.2,21.8929,260.4,9.770961333,43.816526886,1.0375,76.43,249.88,34.0,12,0.62,35.00,0.779636095376,4.0,0.17,80.2,36.0,0.43002698522,0.30023644026,6.2,4.0,0.783241522536,0.21,9.21,0.30,0,0.0,85.0,87.65,81.11615,0.00503,100.0,249.88,0,0,17185443868.9414,705809.923262111
94,0,Guatemala,GT,Guatemala,GT,Guatemala,GT,GTM,62.62,71.7,72.12,44.05,88.53,77.98,75.12,45.17,80.61,66.08,74.01,67.79,54.54,59.56,47.72,14.39,15.6,101.0,87.8702237778,29.1,129.398354147,84.63,86.8187041,63.85466,0.532292767152,78.5,5.67,47.149552847,31.2,5.0,5.0,2.5,19.0,79.07,89.13,63.53116,0.93883,111.4812993,27.1,38.03,21.12725,297.7,7.861045742,52.243837854,6.8,78.02,220.41,23.0,11,0.65,20.00,0.820561750863,4.0,0.2,66.2,28.0,0.445532756689,0.279988451446,8.2,4.0,0.808780709826,0.00,6.65,0.36,0,0.0,101.0,79.07,63.53116,0.06117,100.0,220.41,0,0,91666410713.2979,1663128.22407161
126,0,Haiti,HT,Haiti,HT,Haiti,HT,HTI,,43.82,,33.78,54.7,27.61,30.54,62.44,,56.21,55.93,47.33,42.18,38.35,40.11,14.47,53.4,546.0,359.318641818,69.0,216.138201813,9.80,47.6118794,27.6049817,0.167443575495,37.9,1.59,144.906062633,10.0,3.0,4.0,2.5,,60.69, ,,,68.84369285,12.19776638,24.66,17.63524,678.9,8.695089491,81.312848488,0.0,24.41,474.87,15.0,10, ,10.00,0.297172972574,4.0,0.19,48.7,20.0,0.416139974,0.14017956738,6.7,4.0,0.581591665287,0.04,6.9,0.38,0,0.0,546.0,60.69,,,68.84369285,474.87,0,0,23122239510.5898,1350637.39268728
146,0,Honduras,HN,Honduras,HN,Honduras,HN,HND,61.76,68.56,69.28,47.44,91.05,84.16,66.91,32.14,82.56,60.21,74.09,60.27,50.0,59.96,57.21,22.59,12.2,85.0,129.31247376,20.4,69.131725923,90.29,83.7601763,82.6466595,0.55779109456,82.2,3.69,56.119193323,74.6,5.0,5.0,3.0,17.4,88.42,95.35,70.77559,1.18881,95.54210945,20.35686743,44.62,22.27785,388.3,6.565496733,72.010583244,1.78,86.89,564.07,19.0,9,0.60,30.00,0.83579090602,3.0,0.25,76.4,30.0,0.552804399089,0.428447160904,6.1,4.0,0.771958256148,0.15,8.58,0.26,0,0.0,85.0,88.42,70.77559,0.18881,95.54210945,564.07,0,0,94067452215.6895,2061762.58895543
128,0,Jamaica,JM,Jamaica,JM,Jamaica,JM,JAM,72.42,75.3,78.6,63.37,94.34,81.44,76.05,49.37,88.05,79.85,75.79,70.7,73.95,73.25,64.94,41.32,8.1,58.0,88.5669001613,15.7,47.8886935635,71.52,89.4250228,81.7844748,0.435318147731,92.63344,4.71,10.683990695,36.1,5.0,4.0,3.0,11.5,88.50, ,82.10732,1.07427,111.514583,42.22122119,12.45,22.39548,398.0,3.364311124,32.419638592,5.5,90.47,382.78,34.0,15,0.75,40.00,0.806271593168,4.0,0.01,82.9,39.0,0.718688099301,0.143586404475,3.6,4.0,0.859804667305,0.56,12.81,0.06,0,0.0,58.0,88.50,82.10732,0.07427,100.0,382.78,0,0,9362654714.54297,515753.902168011
